2026-02-21 22:54:17 | PRICE    | ACVA   | $   6.66 | News: Feb 21  10:03 PM ET    | KW: none                           | ACV Auctions (ACVA) Reports Earnings Tomorrow: What To Expect | ACV Auctions (ACVA) Reports Earnings Tomorrow: What To ExpectACVAStockStory
2026-02-21 23:52:31 | WATCH    | TNC    | $  83.37 | News: Feb 21  10:52 PM ET    | KW: none                           | Tennant (TNC) Reports Earnings Tomorrow: What To Expect | Tennant (TNC) Reports Earnings Tomorrow: What To ExpectTNCStockStory
2026-02-21 23:58:40 | PRICE    | NNVC   | $   1.02 | News: Feb 21  11:58 AM ET    | KW: none                           | NanoViricides CEO discusses progress of broad-spectrum antiviral candidate NV-38 | NanoViricides CEO discusses progress of broad-spectrum antiviral candidate NV-387 - ICYMINNVCProactive
2026-02-21 23:58:40 | PRICE    | OPEN   | $   5.00 | News: Feb 21  11:58 AM ET    | KW: none                           | Opendoor Technologies (OPEN) Climbs 7.5% on Upbeat Outlook | Opendoor Technologies (OPEN) Climbs 7.5% on Upbeat OutlookOPENInsider Monkey
2026-02-21 23:58:40 | KEYWORD  | JNJ    | $ 242.49 | News: Feb 21  11:58 AM ET    | KW: breakthrough                   | FDA Grants Breakthrough Status To Johnson & Johnson's Cancer Drug For Advanced H | FDA Grants Breakthrough Status To Johnson & Johnson's Cancer Drug For Advanced Head and Neck CancerJNJBenzinga
2026-02-21 23:58:40 | KEYWORD  | LLY    | $1009.52 | News: Feb 21  12:58 PM ET    | KW: breakthrough                   | Eli Lilly's Landmark Trial Shows Major Psoriasis-Obesity Breakthrough With Taltz | Eli Lilly's Landmark Trial Shows Major Psoriasis-Obesity Breakthrough With Taltz-Zepbound ComboLLYBenzinga
2026-02-21 23:58:40 | KEYWORD  | LMT    | $ 658.26 | News: Feb 21  01:58 PM ET    | KW: partners                       | Lockheed Martin Partners With Australia To Transform C-130J Aircrew Training | Lockheed Martin Partners With Australia To Transform C-130J Aircrew TrainingLMTBenzinga
2026-02-21 23:58:40 | PRICE    | NXDR   | $   1.67 | News: Feb 21  02:58 PM ET    | KW: none                           | AI isn't just 'another transition' for software: Nextdoor CEO | AI isn't just 'another transition' for software: Nextdoor CEONXDRYahoo Finance Video
2026-02-21 23:58:40 | KEYWORD  | HON    | $ 243.97 | News: Feb 21  04:58 PM ET    | KW: deal                           | Honeywell may walk away from Johnson Matthey catalyst deal, Bloomberg reports | Honeywell may walk away from Johnson Matthey catalyst deal, Bloomberg reportsHONInvesting.com
2026-02-21 23:58:40 | WATCH    | WBD    | $  28.75 | News: Feb 21  05:58 PM ET    | KW: none                           | Netflix quietly pulls the plug on millions of devices | Netflix quietly pulls the plug on millions of devicesWBDNFLXTheStreet
2026-02-21 23:58:40 | WATCH    | NFLX   | $  78.67 | News: Feb 21  05:58 PM ET    | KW: none                           | Netflix quietly pulls the plug on millions of devices | Netflix quietly pulls the plug on millions of devicesWBDNFLXTheStreet
2026-02-21 23:58:40 | WATCH    | WBD    | $  28.75 | News: Feb 21  07:58 PM ET    | KW: none                           | Trump targets Netflix board amid $108B bidding war for Warner Bros. Discovery | Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com
2026-02-21 23:58:40 | WATCH    | NFLX   | $  78.67 | News: Feb 21  07:58 PM ET    | KW: none                           | Trump targets Netflix board amid $108B bidding war for Warner Bros. Discovery | Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com
2026-02-21 23:58:40 | WATCH    | PSKY   | $  10.71 | News: Feb 21  07:58 PM ET    | KW: none                           | Trump targets Netflix board amid $108B bidding war for Warner Bros. Discovery | Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com
2026-02-21 23:58:40 | WATCH    | WBD    | $  28.75 | News: Feb 21  09:58 PM ET    | KW: none                           | Trump Demands Netflix Oust Susan Rice From Board | Trump Demands Netflix Oust Susan Rice From BoardWBDNFLXThe Wall Street Journal
2026-02-21 23:58:40 | WATCH    | NFLX   | $  78.67 | News: Feb 21  09:58 PM ET    | KW: none                           | Trump Demands Netflix Oust Susan Rice From Board | Trump Demands Netflix Oust Susan Rice From BoardWBDNFLXThe Wall Street Journal
2026-02-21 23:58:40 | PRICE    | OPAD   | $   0.82 | News: Feb 21  10:58 PM ET    | KW: none                           | Earnings To Watch: Offerpad (OPAD) Reports Q4 Results Tomorrow | Earnings To Watch: Offerpad (OPAD) Reports Q4 Results TomorrowOPADStockStory
2026-02-21 23:58:40 | WATCH    | TNC    | $  83.37 | News: Feb 21  10:58 PM ET    | KW: none                           | Tennant (TNC) Reports Earnings Tomorrow: What To Expect | Tennant (TNC) Reports Earnings Tomorrow: What To ExpectTNCStockStory
2026-02-21 23:59:26 | PRICE    | NNVC   | $   1.02 | News: Feb 21  11:59 AM ET    | KW: none                           | NanoViricides CEO discusses progress of broad-spectrum antiviral candidate NV-38 | NanoViricides CEO discusses progress of broad-spectrum antiviral candidate NV-387 - ICYMINNVCProactive
2026-02-21 23:59:26 | PRICE    | OPEN   | $   5.00 | News: Feb 21  11:59 AM ET    | KW: none                           | Opendoor Technologies (OPEN) Climbs 7.5% on Upbeat Outlook | Opendoor Technologies (OPEN) Climbs 7.5% on Upbeat OutlookOPENInsider Monkey
2026-02-21 23:59:26 | KEYWORD  | JNJ    | $ 242.49 | News: Feb 21  11:59 AM ET    | KW: breakthrough                   | FDA Grants Breakthrough Status To Johnson & Johnson's Cancer Drug For Advanced H | FDA Grants Breakthrough Status To Johnson & Johnson's Cancer Drug For Advanced Head and Neck CancerJNJBenzinga
2026-02-21 23:59:26 | KEYWORD  | LLY    | $1009.52 | News: Feb 21  12:59 PM ET    | KW: breakthrough                   | Eli Lilly's Landmark Trial Shows Major Psoriasis-Obesity Breakthrough With Taltz | Eli Lilly's Landmark Trial Shows Major Psoriasis-Obesity Breakthrough With Taltz-Zepbound ComboLLYBenzinga
2026-02-21 23:59:26 | KEYWORD  | LMT    | $ 658.26 | News: Feb 21  01:59 PM ET    | KW: partners                       | Lockheed Martin Partners With Australia To Transform C-130J Aircrew Training | Lockheed Martin Partners With Australia To Transform C-130J Aircrew TrainingLMTBenzinga
2026-02-21 23:59:26 | PRICE    | NXDR   | $   1.67 | News: Feb 21  02:59 PM ET    | KW: none                           | AI isn't just 'another transition' for software: Nextdoor CEO | AI isn't just 'another transition' for software: Nextdoor CEONXDRYahoo Finance Video
2026-02-21 23:59:26 | KEYWORD  | HON    | $ 243.97 | News: Feb 21  04:59 PM ET    | KW: deal                           | Honeywell may walk away from Johnson Matthey catalyst deal, Bloomberg reports | Honeywell may walk away from Johnson Matthey catalyst deal, Bloomberg reportsHONInvesting.com
2026-02-21 23:59:26 | WATCH    | WBD    | $  28.75 | News: Feb 21  05:59 PM ET    | KW: none                           | Netflix quietly pulls the plug on millions of devices | Netflix quietly pulls the plug on millions of devicesWBDNFLXTheStreet
2026-02-21 23:59:26 | WATCH    | NFLX   | $  78.67 | News: Feb 21  05:59 PM ET    | KW: none                           | Netflix quietly pulls the plug on millions of devices | Netflix quietly pulls the plug on millions of devicesWBDNFLXTheStreet
2026-02-21 23:59:26 | WATCH    | WBD    | $  28.75 | News: Feb 21  07:59 PM ET    | KW: none                           | Trump targets Netflix board amid $108B bidding war for Warner Bros. Discovery | Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com
2026-02-21 23:59:26 | WATCH    | NFLX   | $  78.67 | News: Feb 21  07:59 PM ET    | KW: none                           | Trump targets Netflix board amid $108B bidding war for Warner Bros. Discovery | Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com
2026-02-21 23:59:26 | WATCH    | PSKY   | $  10.71 | News: Feb 21  07:59 PM ET    | KW: none                           | Trump targets Netflix board amid $108B bidding war for Warner Bros. Discovery | Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com
2026-02-21 23:59:26 | WATCH    | WBD    | $  28.75 | News: Feb 21  09:59 PM ET    | KW: none                           | Trump Demands Netflix Oust Susan Rice From Board | Trump Demands Netflix Oust Susan Rice From BoardWBDNFLXThe Wall Street Journal
2026-02-21 23:59:26 | WATCH    | NFLX   | $  78.67 | News: Feb 21  09:59 PM ET    | KW: none                           | Trump Demands Netflix Oust Susan Rice From Board | Trump Demands Netflix Oust Susan Rice From BoardWBDNFLXThe Wall Street Journal
2026-02-21 23:59:26 | PRICE    | OPAD   | $   0.82 | News: Feb 21  10:59 PM ET    | KW: none                           | Earnings To Watch: Offerpad (OPAD) Reports Q4 Results Tomorrow | Earnings To Watch: Offerpad (OPAD) Reports Q4 Results TomorrowOPADStockStory
2026-02-21 23:59:26 | WATCH    | TNC    | $  83.37 | News: Feb 21  10:59 PM ET    | KW: none                           | Tennant (TNC) Reports Earnings Tomorrow: What To Expect | Tennant (TNC) Reports Earnings Tomorrow: What To ExpectTNCStockStory
2026-02-22 00:07:21 | PRICE    | NNVC   | $   1.02 | News: NanoViricides CEO discusses progress of broad-spectrum antiviral candidate NV-387 - ICYMINNVCProactive | KW: none                           | NanoViricides CEO discusses progress of broad-spectrum antiviral candidate NV-38 | NanoViricides CEO discusses progress of broad-spectrum antiviral candidate NV-387 - ICYMINNVCProactive
2026-02-22 00:07:21 | PRICE    | OPEN   | $   5.00 | News:                        | KW: none                           | Opendoor Technologies (OPEN) Climbs 7.5% on Upbeat Outlook | Opendoor Technologies (OPEN) Climbs 7.5% on Upbeat OutlookOPENInsider Monkey
2026-02-22 00:07:21 | KEYWORD  | JNJ    | $ 242.49 | News:                        | KW: breakthrough                   | FDA Grants Breakthrough Status To Johnson & Johnson's Cancer Drug For Advanced H | FDA Grants Breakthrough Status To Johnson & Johnson's Cancer Drug For Advanced Head and Neck CancerJNJBenzinga
2026-02-22 00:07:21 | KEYWORD  | LLY    | $1009.52 | News:                        | KW: breakthrough                   | Eli Lilly's Landmark Trial Shows Major Psoriasis-Obesity Breakthrough With Taltz | Eli Lilly's Landmark Trial Shows Major Psoriasis-Obesity Breakthrough With Taltz-Zepbound ComboLLYBenzinga
2026-02-22 00:07:21 | KEYWORD  | LMT    | $ 658.26 | News:                        | KW: partners                       | Lockheed Martin Partners With Australia To Transform C-130J Aircrew Training | Lockheed Martin Partners With Australia To Transform C-130J Aircrew TrainingLMTBenzinga
2026-02-22 00:07:21 | PRICE    | NXDR   | $   1.67 | News: AI isn't just 'another transition' for software: Nextdoor CEONXDRYahoo Finance Video | KW: none                           | AI isn't just 'another transition' for software: Nextdoor CEO | AI isn't just 'another transition' for software: Nextdoor CEONXDRYahoo Finance Video
2026-02-22 00:07:21 | KEYWORD  | HON    | $ 243.97 | News:                        | KW: deal                           | Honeywell may walk away from Johnson Matthey catalyst deal, Bloomberg reports | Honeywell may walk away from Johnson Matthey catalyst deal, Bloomberg reportsHONInvesting.com
2026-02-22 00:07:21 | WATCH    | WBD    | $  28.75 | News:                        | KW: none                           | Netflix quietly pulls the plug on millions of devices | Netflix quietly pulls the plug on millions of devicesWBDNFLXTheStreet
2026-02-22 00:07:21 | WATCH    | NFLX   | $  78.67 | News:                        | KW: none                           | Netflix quietly pulls the plug on millions of devices | Netflix quietly pulls the plug on millions of devicesWBDNFLXTheStreet
2026-02-22 00:07:21 | WATCH    | WBD    | $  28.75 | News: Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com | KW: none                           | Trump targets Netflix board amid $108B bidding war for Warner Bros. Discovery | Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com
2026-02-22 00:07:21 | WATCH    | NFLX   | $  78.67 | News: Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com | KW: none                           | Trump targets Netflix board amid $108B bidding war for Warner Bros. Discovery | Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com
2026-02-22 00:07:21 | WATCH    | PSKY   | $  10.71 | News: Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com | KW: none                           | Trump targets Netflix board amid $108B bidding war for Warner Bros. Discovery | Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com
2026-02-22 00:07:21 | WATCH    | WBD    | $  28.75 | News:                        | KW: none                           | Trump Demands Netflix Oust Susan Rice From Board | Trump Demands Netflix Oust Susan Rice From BoardWBDNFLXThe Wall Street Journal
2026-02-22 00:07:21 | WATCH    | NFLX   | $  78.67 | News:                        | KW: none                           | Trump Demands Netflix Oust Susan Rice From Board | Trump Demands Netflix Oust Susan Rice From BoardWBDNFLXThe Wall Street Journal
2026-02-22 00:07:21 | PRICE    | OPAD   | $   0.82 | News: Earnings To Watch: Offerpad (OPAD) Reports Q4 Results TomorrowOPADStockStory | KW: none                           | Earnings To Watch: Offerpad (OPAD) Reports Q4 Results Tomorrow | Earnings To Watch: Offerpad (OPAD) Reports Q4 Results TomorrowOPADStockStory
2026-02-22 00:07:21 | WATCH    | TNC    | $  83.37 | News: Tennant (TNC) Reports Earnings Tomorrow: What To ExpectTNCStockStory | KW: none                           | Tennant (TNC) Reports Earnings Tomorrow: What To Expect | Tennant (TNC) Reports Earnings Tomorrow: What To ExpectTNCStockStory
2026-02-22 00:11:32 | PRICE    | NNVC   | $   1.02 | News: NanoViricides CEO discusses progress of broad-spectrum antiviral candidate NV-387 - ICYMINNVCProactive | KW: none                           | NanoViricides CEO discusses progress of broad-spectrum antiviral candidate NV-38 | NanoViricides CEO discusses progress of broad-spectrum antiviral candidate NV-387 - ICYMINNVCProactive
2026-02-22 00:11:32 | PRICE    | OPEN   | $   5.00 | News:                        | KW: none                           | Opendoor Technologies (OPEN) Climbs 7.5% on Upbeat Outlook | Opendoor Technologies (OPEN) Climbs 7.5% on Upbeat OutlookOPENInsider Monkey
2026-02-22 00:11:32 | KEYWORD  | JNJ    | $ 242.49 | News:                        | KW: breakthrough                   | FDA Grants Breakthrough Status To Johnson & Johnson's Cancer Drug For Advanced H | FDA Grants Breakthrough Status To Johnson & Johnson's Cancer Drug For Advanced Head and Neck CancerJNJBenzinga
2026-02-22 00:11:32 | KEYWORD  | LLY    | $1009.52 | News:                        | KW: breakthrough                   | Eli Lilly's Landmark Trial Shows Major Psoriasis-Obesity Breakthrough With Taltz | Eli Lilly's Landmark Trial Shows Major Psoriasis-Obesity Breakthrough With Taltz-Zepbound ComboLLYBenzinga
2026-02-22 00:11:32 | KEYWORD  | LMT    | $ 658.26 | News:                        | KW: partners                       | Lockheed Martin Partners With Australia To Transform C-130J Aircrew Training | Lockheed Martin Partners With Australia To Transform C-130J Aircrew TrainingLMTBenzinga
2026-02-22 00:11:32 | PRICE    | NXDR   | $   1.67 | News: AI isn't just 'another transition' for software: Nextdoor CEONXDRYahoo Finance Video | KW: none                           | AI isn't just 'another transition' for software: Nextdoor CEO | AI isn't just 'another transition' for software: Nextdoor CEONXDRYahoo Finance Video
2026-02-22 00:11:32 | KEYWORD  | HON    | $ 243.97 | News:                        | KW: deal                           | Honeywell may walk away from Johnson Matthey catalyst deal, Bloomberg reports | Honeywell may walk away from Johnson Matthey catalyst deal, Bloomberg reportsHONInvesting.com
2026-02-22 00:11:32 | WATCH    | WBD    | $  28.75 | News:                        | KW: none                           | Netflix quietly pulls the plug on millions of devices | Netflix quietly pulls the plug on millions of devicesWBDNFLXTheStreet
2026-02-22 00:11:32 | WATCH    | NFLX   | $  78.67 | News:                        | KW: none                           | Netflix quietly pulls the plug on millions of devices | Netflix quietly pulls the plug on millions of devicesWBDNFLXTheStreet
2026-02-22 00:11:32 | WATCH    | WBD    | $  28.75 | News: Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com | KW: none                           | Trump targets Netflix board amid $108B bidding war for Warner Bros. Discovery | Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com
2026-02-22 00:11:32 | WATCH    | NFLX   | $  78.67 | News: Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com | KW: none                           | Trump targets Netflix board amid $108B bidding war for Warner Bros. Discovery | Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com
2026-02-22 00:11:32 | WATCH    | PSKY   | $  10.71 | News: Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com | KW: none                           | Trump targets Netflix board amid $108B bidding war for Warner Bros. Discovery | Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com
2026-02-22 00:11:32 | WATCH    | WBD    | $  28.75 | News:                        | KW: none                           | Trump Demands Netflix Oust Susan Rice From Board | Trump Demands Netflix Oust Susan Rice From BoardWBDNFLXThe Wall Street Journal
2026-02-22 00:11:32 | WATCH    | NFLX   | $  78.67 | News:                        | KW: none                           | Trump Demands Netflix Oust Susan Rice From Board | Trump Demands Netflix Oust Susan Rice From BoardWBDNFLXThe Wall Street Journal
2026-02-22 00:11:32 | PRICE    | OPAD   | $   0.82 | News: Earnings To Watch: Offerpad (OPAD) Reports Q4 Results TomorrowOPADStockStory | KW: none                           | Earnings To Watch: Offerpad (OPAD) Reports Q4 Results Tomorrow | Earnings To Watch: Offerpad (OPAD) Reports Q4 Results TomorrowOPADStockStory
2026-02-22 00:11:32 | WATCH    | TNC    | $  83.37 | News: Tennant (TNC) Reports Earnings Tomorrow: What To ExpectTNCStockStory | KW: none                           | Tennant (TNC) Reports Earnings Tomorrow: What To Expect | Tennant (TNC) Reports Earnings Tomorrow: What To ExpectTNCStockStory
2026-02-22 00:12:38 | PRICE    | NNVC   | $   1.02 | News: NanoViricides CEO discusses progress of broad-spectrum antiviral candidate NV-387 - ICYMINNVCProactive | KW: none                           | NanoViricides CEO discusses progress of broad-spectrum antiviral candidate NV-38 | NanoViricides CEO discusses progress of broad-spectrum antiviral candidate NV-387 - ICYMINNVCProactive
2026-02-22 00:12:38 | PRICE    | OPEN   | $   5.00 | News:                        | KW: none                           | Opendoor Technologies (OPEN) Climbs 7.5% on Upbeat Outlook | Opendoor Technologies (OPEN) Climbs 7.5% on Upbeat OutlookOPENInsider Monkey
2026-02-22 00:12:38 | KEYWORD  | JNJ    | $ 242.49 | News:                        | KW: breakthrough                   | FDA Grants Breakthrough Status To Johnson & Johnson's Cancer Drug For Advanced H | FDA Grants Breakthrough Status To Johnson & Johnson's Cancer Drug For Advanced Head and Neck CancerJNJBenzinga
2026-02-22 00:12:38 | KEYWORD  | LLY    | $1009.52 | News:                        | KW: breakthrough                   | Eli Lilly's Landmark Trial Shows Major Psoriasis-Obesity Breakthrough With Taltz | Eli Lilly's Landmark Trial Shows Major Psoriasis-Obesity Breakthrough With Taltz-Zepbound ComboLLYBenzinga
2026-02-22 00:12:38 | KEYWORD  | LMT    | $ 658.26 | News:                        | KW: partners                       | Lockheed Martin Partners With Australia To Transform C-130J Aircrew Training | Lockheed Martin Partners With Australia To Transform C-130J Aircrew TrainingLMTBenzinga
2026-02-22 00:12:38 | PRICE    | NXDR   | $   1.67 | News: AI isn't just 'another transition' for software: Nextdoor CEONXDRYahoo Finance Video | KW: none                           | AI isn't just 'another transition' for software: Nextdoor CEO | AI isn't just 'another transition' for software: Nextdoor CEONXDRYahoo Finance Video
2026-02-22 00:12:38 | KEYWORD  | HON    | $ 243.97 | News:                        | KW: deal                           | Honeywell may walk away from Johnson Matthey catalyst deal, Bloomberg reports | Honeywell may walk away from Johnson Matthey catalyst deal, Bloomberg reportsHONInvesting.com
2026-02-22 00:12:38 | WATCH    | WBD    | $  28.75 | News:                        | KW: none                           | Netflix quietly pulls the plug on millions of devices | Netflix quietly pulls the plug on millions of devicesWBDNFLXTheStreet
2026-02-22 00:12:38 | WATCH    | NFLX   | $  78.67 | News:                        | KW: none                           | Netflix quietly pulls the plug on millions of devices | Netflix quietly pulls the plug on millions of devicesWBDNFLXTheStreet
2026-02-22 00:12:38 | WATCH    | WBD    | $  28.75 | News: Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com | KW: none                           | Trump targets Netflix board amid $108B bidding war for Warner Bros. Discovery | Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com
2026-02-22 00:12:38 | WATCH    | NFLX   | $  78.67 | News: Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com | KW: none                           | Trump targets Netflix board amid $108B bidding war for Warner Bros. Discovery | Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com
2026-02-22 00:12:38 | WATCH    | PSKY   | $  10.71 | News: Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com | KW: none                           | Trump targets Netflix board amid $108B bidding war for Warner Bros. Discovery | Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com
2026-02-22 00:12:38 | WATCH    | WBD    | $  28.75 | News:                        | KW: none                           | Trump Demands Netflix Oust Susan Rice From Board | Trump Demands Netflix Oust Susan Rice From BoardWBDNFLXThe Wall Street Journal
2026-02-22 00:12:38 | WATCH    | NFLX   | $  78.67 | News:                        | KW: none                           | Trump Demands Netflix Oust Susan Rice From Board | Trump Demands Netflix Oust Susan Rice From BoardWBDNFLXThe Wall Street Journal
2026-02-22 00:12:38 | PRICE    | OPAD   | $   0.82 | News: Earnings To Watch: Offerpad (OPAD) Reports Q4 Results TomorrowOPADStockStory | KW: none                           | Earnings To Watch: Offerpad (OPAD) Reports Q4 Results Tomorrow | Earnings To Watch: Offerpad (OPAD) Reports Q4 Results TomorrowOPADStockStory
2026-02-22 00:12:38 | WATCH    | TNC    | $  83.37 | News: Tennant (TNC) Reports Earnings Tomorrow: What To ExpectTNCStockStory | KW: none                           | Tennant (TNC) Reports Earnings Tomorrow: What To Expect | Tennant (TNC) Reports Earnings Tomorrow: What To ExpectTNCStockStory
2026-02-22 00:13:54 | PRICE    | NNVC   | $   1.02 | News: NanoViricides CEO discusses progress of broad-spectrum antiviral candidate NV-387 - ICYMINNVCProactive | KW: none                           | NanoViricides CEO discusses progress of broad-spectrum antiviral candidate NV-38 | NanoViricides CEO discusses progress of broad-spectrum antiviral candidate NV-387 - ICYMINNVCProactive
2026-02-22 00:13:54 | PRICE    | OPEN   | $   5.00 | News:                        | KW: none                           | Opendoor Technologies (OPEN) Climbs 7.5% on Upbeat Outlook | Opendoor Technologies (OPEN) Climbs 7.5% on Upbeat OutlookOPENInsider Monkey
2026-02-22 00:13:54 | KEYWORD  | JNJ    | $ 242.49 | News:                        | KW: breakthrough                   | FDA Grants Breakthrough Status To Johnson & Johnson's Cancer Drug For Advanced H | FDA Grants Breakthrough Status To Johnson & Johnson's Cancer Drug For Advanced Head and Neck CancerJNJBenzinga
2026-02-22 00:13:54 | KEYWORD  | LLY    | $1009.52 | News:                        | KW: breakthrough                   | Eli Lilly's Landmark Trial Shows Major Psoriasis-Obesity Breakthrough With Taltz | Eli Lilly's Landmark Trial Shows Major Psoriasis-Obesity Breakthrough With Taltz-Zepbound ComboLLYBenzinga
2026-02-22 00:13:54 | KEYWORD  | LMT    | $ 658.26 | News:                        | KW: partners                       | Lockheed Martin Partners With Australia To Transform C-130J Aircrew Training | Lockheed Martin Partners With Australia To Transform C-130J Aircrew TrainingLMTBenzinga
2026-02-22 00:13:54 | PRICE    | NXDR   | $   1.67 | News: AI isn't just 'another transition' for software: Nextdoor CEONXDRYahoo Finance Video | KW: none                           | AI isn't just 'another transition' for software: Nextdoor CEO | AI isn't just 'another transition' for software: Nextdoor CEONXDRYahoo Finance Video
2026-02-22 00:13:54 | KEYWORD  | HON    | $ 243.97 | News:                        | KW: deal                           | Honeywell may walk away from Johnson Matthey catalyst deal, Bloomberg reports | Honeywell may walk away from Johnson Matthey catalyst deal, Bloomberg reportsHONInvesting.com
2026-02-22 00:13:54 | WATCH    | WBD    | $  28.75 | News:                        | KW: none                           | Netflix quietly pulls the plug on millions of devices | Netflix quietly pulls the plug on millions of devicesWBDNFLXTheStreet
2026-02-22 00:13:54 | WATCH    | NFLX   | $  78.67 | News:                        | KW: none                           | Netflix quietly pulls the plug on millions of devices | Netflix quietly pulls the plug on millions of devicesWBDNFLXTheStreet
2026-02-22 00:13:54 | WATCH    | WBD    | $  28.75 | News: Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com | KW: none                           | Trump targets Netflix board amid $108B bidding war for Warner Bros. Discovery | Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com
2026-02-22 00:13:54 | WATCH    | NFLX   | $  78.67 | News: Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com | KW: none                           | Trump targets Netflix board amid $108B bidding war for Warner Bros. Discovery | Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com
2026-02-22 00:13:54 | WATCH    | PSKY   | $  10.71 | News: Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com | KW: none                           | Trump targets Netflix board amid $108B bidding war for Warner Bros. Discovery | Trump targets Netflix board amid $108B bidding war for Warner Bros. DiscoveryWBDNFLXPSKYInvesting.com
2026-02-22 00:13:54 | WATCH    | WBD    | $  28.75 | News:                        | KW: none                           | Trump Demands Netflix Oust Susan Rice From Board | Trump Demands Netflix Oust Susan Rice From BoardWBDNFLXThe Wall Street Journal
2026-02-22 00:13:54 | WATCH    | NFLX   | $  78.67 | News:                        | KW: none                           | Trump Demands Netflix Oust Susan Rice From Board | Trump Demands Netflix Oust Susan Rice From BoardWBDNFLXThe Wall Street Journal
2026-02-22 00:13:54 | PRICE    | OPAD   | $   0.82 | News: Earnings To Watch: Offerpad (OPAD) Reports Q4 Results TomorrowOPADStockStory | KW: none                           | Earnings To Watch: Offerpad (OPAD) Reports Q4 Results Tomorrow | Earnings To Watch: Offerpad (OPAD) Reports Q4 Results TomorrowOPADStockStory
2026-02-22 00:13:54 | WATCH    | TNC    | $  83.37 | News: Tennant (TNC) Reports Earnings Tomorrow: What To ExpectTNCStockStory | KW: none                           | Tennant (TNC) Reports Earnings Tomorrow: What To Expect | Tennant (TNC) Reports Earnings Tomorrow: What To ExpectTNCStockStory
2026-02-22 00:19:03 | PRICE    | NNVC   | $   1.02 | News: NanoViricides CEO discusses progress of broad-spectrum antiviral candidate NV-387 - ICYMINNVCProactive | KW: none                           | NanoViricides CEO discusses progress of broad-spectrum antiviral candidate NV-38 | NanoViricides CEO discusses progress of broad-spectrum antiviral candidate NV-387 - ICYMINNVCProactive
2026-02-22 00:19:03 | PRICE    | OPEN   | $   5.00 | News:                        | KW: none                           | Opendoor Technologies (OPEN) Climbs 7.5% on Upbeat Outlook | Opendoor Technologies (OPEN) Climbs 7.5% on Upbeat OutlookOPENInsider Monkey
2026-02-22 00:19:03 | KEYWORD  | JNJ    | $ 242.49 | News:                        | KW: breakthrough                   | FDA Grants Breakthrough Status To Johnson & Johnson's Cancer Drug For Advanced H | FDA Grants Breakthrough Status To Johnson & Johnson's Cancer Drug For Advanced Head and Neck CancerJNJBenzinga
